sample_id,read1,read2,longread
117885,/workspaces/Next_micro/test_data/117885_R1.fastq.gz,/workspaces/Next_micro/test_data/117885_R2.fastq.gz,/workspaces/Next_micro/test_data/117885.fastq.gz

